Name,title,url,content,tags
reference.startyourresearch.lookingforjournals (v.1),See Strategies for Finding Journals,https://library.sjsu.edu/start-your-research/i-am-looking-journals,"A journal is a scholarly publication containing articles written by researchers, professors and subject experts. Journals focus on a specific discipline or field of study. 

Unlike newspapers and magazines, journals are intended for an academic or technical audience, not general readers.   To find journals by subject, you can use the library's Journal Search tool. Just look at the ""Journals by category"" column on the left after you search. If you find a journal you like, click on the Online access link for a list of databases with articles from that journal.","What is a journal, looking for journals, Strategies for Finding Journals,"
reference.startyourresearch.newspaperarticles.archives (v.1),A-Z Databases:Newspapers & Magazines,https://library.sjsu.edu/start-your-research/i-am-looking-newspaper-articles,"To find newspapers, you can access a wide range of them online through the King Library. If you're looking for a specific newspaper, you can use the Journal Search or the Newspaper Search in the library's database. There are also specific databases like ProQuest News and Newspapers that contain a vast collection of both current and historical newspapers.","I am looking for newspaper articles, Current newspaper databases, Historical newspaper databases,"
reference.startyourresearch.notsurewhattypeofsourcesIneed (v.1),I Am Not Sure What Types of Sources I Need,https://library.sjsu.edu/start-your-research/i-am-not-sure-what-types-sources-i-need,"The first step is to figure out what types of sources you need for your research assignment. There are different types like scholarly articles, professional/trade articles, popular journals, primary sources, and secondary sources. Each type serves a different purpose, so it's important to know which ones are required or allowed by your instructor.","I am not sure what types of sources I need, "
reference.startyourresearch.peer-reviewedarticles (v.1),"Strategies for Finding Peer-reviewed Articles

",https://library.sjsu.edu/start-your-research/i-am-looking-peer-reviewed-articles,Peer-reviewed articles are written by experts and reviewed by other experts—their peers—before they are published. It is a type of quality control. Peer-reviewed articles may also be called scholarly or refereed. We also have an online video tutorial dedicated to helping you find peer-reviewed articles: https://library.sjsu.edu/az/tutorials/finding-scholarly-peer-reviewed-articles,"I am looking for peer-reviewed articles,  what are peer-reviewed articles"
reference.startyourresearch.peerreview (v.1),Guide on peer-reviewed articles and how to find them,https://library.sjsu.edu/start-your-research/i-am-looking-peer-reviewed-articles,"Most databases provide an option to filter results to just peer-reviewed journals/articles.

Once you are in the results screen of your search, look on the left-hand menu to see if they have a ""Peer-reviewed journals"" (or similar) selection. Clicking this will narrow your results to only display peer-reviewed articles.","I am looking for peer-reviewed articles,"
reference.startyourresearch.primaryresources,I Am Looking for Primary Sources,https://library.sjsu.edu/start-your-research/i-am-looking-primary-sources,"Primary sources are like time capsules from the past, giving us firsthand accounts and original materials from the period being studied. Think newspaper accounts, letters, government documents, personal accounts, images, speeches, and more!

If you're on the hunt for historical primary sources, here are three top-notch strategies to help you uncover these treasures:

Use OneSearch: The library's got your back with primary source materials available in various formats. You can do a basic search with a specific title in quotes or an advanced search using subject headings related to your topic.

Search in Google Books: For pre-1923 topics, Google Books can be a goldmine of primary sources. Just remember to use the Advanced Book Search to find full-view books.

Search in Library Databases: The library's got some major collections of primary source materials waiting for you to explore. Check out the SJSU Special Collections & Archives guide or other subject-specific lists of primary source resources.","primary sources, primary resources"
reference.startyourresearch.printornon-internetsources (v.1),I Am Only Supposed to Use Print or Non-Internet Sources,https://library.sjsu.edu/start-your-research/i-am-only-supposed-use-print-or-non-internet-sources,"If you're looking for books, use OneSearch and filter by ""Books"" and ""Available in SJSU Library."" For articles, check out databases like ERIC via Ebsco, MLA International Bibliography, Sociological Abstracts, JSTOR Journals and Books, PsycINFO, and America: History and Life with Fulltext. Remember, you can always ask a librarian for more help if needed!","I am only supposed to use print or non-Internet sources,  I want to find books only, filter by books"
reference.startyourresearch.quotingandparaphrasing,I Need Help With Quoting and Paraphrasing,https://library.sjsu.edu/start-your-research/i-need-help-quoting-and-paraphrasing,"Quoting and paraphrasing are great ways to add expert support to your work. Remember, quoting is using the exact words from a source, while paraphrasing is putting ideas into your own words. Just make sure to cite your sources correctly, and you'll do amazing! If you need more guidance, check out this fantastic resource:","I need help with quoting and paraphrasing, how to paraphrase"
reference.startyourresearch.thesisdissertation (v.1),I Am Looking for a Thesis or Dissertation,https://library.sjsu.edu/start-your-research/i-am-looking-thesis-or-dissertation,"If you are looking for theses or dissertations written by San Jose State University students, search in OneSearch on the home page of the library website. You can find these papers by searching on author, title, or subject. Older works (those written before 2009) will be available in print at the King Library but newer works will only be available online.

ScholarWorks, the campus institutional repository, is the platform used for storing SJSU dissertations and theses. OneSearch links directly to ScholarWorks and the full text, if it is available.

If you are looking for theses and dissertations written by students outside of San Jose State, use the ProQuest Dissertations and Theses database. You can do a basic keyword search or search for a specific title or author. Note: Not everything in this database is available in full text online. If you find a dissertation or thesis that is not available in full text, request it through Interlibrary Loan.","I am looking for a thesis or dissertation, find thesis, find theses, find dissertations, dissertations"
reference.whatisthedifferencebetweenadissertationorthesis (v.1),I Am Looking for a Thesis or Dissertation,https://library.sjsu.edu/start-your-research/i-am-looking-thesis-or-dissertation,"A thesis is usually completed at the end of a master's program.  It’s a compilation of research that shows you are knowledgeable about your field and what you learned throughout your program.

A dissertation is usually completed during a doctorate program and focuses on creating original research (contributing new knowledge, theories, and practices into your field).",difference between thesis and dissertation
reopening.policy.foodanddrink (v.1),Behavior in the Library (Food and Drink),https://www.sjlibrary.org/policies-procedures/behavior-library,"Currently, the library allows patrons to eat snack foods and have covered drinks in most of the library. Exceptions for this apply when using our public computers. Click the following link to see our full Food and Drink policy.","Food and Drink, Food Policy, Drink Policy"
security.escort (v.1),Safety Escort Program Information,https://www.sjsu.edu/police/services/escort.php,"SJSU and the University Police Department offers safety escort services, which are available 24/7.

You can contact the safety escort line at 408-924-2000, or use any Bluelight or elevator phone.","Safety Escort Program, escort, university police"
"security.report.noise (v.1)
",,https://library.sjsu.edu/ask-librarian/ask-librarian,"Report noise issues and other disturbances at King Library by calling 408-808-2635 or texting 408-595-5614.

Provide a good description of the location. Library Security Officers will respond as soon as possible; however, there may be other activity happening in the library that they need to attend to first.","Report Noise Issues, Complaints, Security, Library Security, Contact Security, university police"
"services.citationmanagers (v.2)

(formerly services.Refworks)
",,,"RefWorks is no longer offered by the library. 

For citation management, we now offer the Zotero and Paperpile services. They are easy-to-use tools that can help with organizing sources and citations you find during your research. ",RefWorks
services.ScholarWorks (v.1),Learn more about ScholarWorks,http://scholarworks.sjsu.edu/,"ScholarWorks is the institutional repository for the campus. Its function is to preserve and provide access to the work of the SJSU community. 

Selected faculty, staff, and student publications are freely available for download. Students' master theses are collected and available digitally through ScholarWorks.","SJSU ScholarWorks, Browse Research and Scholarship, Institutional Repository"
services.writingcenter (v.1) ,Visit the Writing Center's Website,https://www.sjsu.edu/writingcenter/,"The San José State University Writing Center offers a variety of resources to help students become better writers for free. The Writing Center is located on the second floor of the library. Mastering college-level writing opens doors to scholarship, industry, research, and business. The Writing Center is here to support you throughout your transition from campus to career. We can help you develop your ideas, cite your sources properly, write clearly on the sentence level, organize your thoughts, and communicate them articulately. We understand the needs of multilingual learners and returning students and are experts in all writing process phases.

 For more information, visit their website: https://www.sjsu.edu/writingcenter/",Writing Center
sjpl.borrowfromSJSU (v.3),Information for San Jose Public Library Patrons,https://library.sjsu.edu/borrowing-requesting/information-san-jose-public-library-patrons,"SJSU will provide current San Jose Public Library users an account in OneSearch as long as their SJPL accounts are in good standing and they are not temporary borrowers. Patrons who do not yet have an SJPL account will need to get one before they can get an SJSU account. SJPL patrons will only be able to borrow items from the SJSU Library, not from CSU+.","Information for San Jose Public Library Patrons, Can SJPL patrons borrow from SJSU?"
sjpl.libraryaccount.pin (v.1),San Jose Public Library (SJPL),https://sjpl.bibliocommons.com/user/login?destination=%2Fuser_dashboard,"To access your San Jose Public Library (SJPL) account use the 14 digit code on the back of your library card and your 4 digit PIN. If you don't remember your pin, click ""Forgot Your PIN"" to reset it. Please note, you must have an email address listed in your library account to reset your PIN online. For questions, visit https://www.sjpl.org/contact","SJPL Login, San Jose Public Library Login"
sjsu.AEC (v.1),Learn more about the AEC,"https://www.sjsu.edu/aec/
,
https://www.sjsu.edu/aec/howtoregister/register-with-aec/index.php",SJSU's Accessible Education Center (AEC) is committed to providing services that support the educational development and success of students with disabilities.,"Accessible Education Center (AEC), AEC, Accessibility"
sjsu.careercenter (v.1),Learn more about the Career Center,https://www.sjsu.edu/careercenter/,"SJSU's Career Center provides resources and services to help students reach their career goals.

Career Center services are available for students, alumni, and employers. Visit the link below to learn more!",Career Center
stay-at-home-order.scs.returnlaptopsandequipment (v.1),Visit Student Computing Services (SCS),https://library.sjsu.edu/student-computing-services/student-computing-services,"To renew or return your laptop or other devices, please visit Student Computing Services (SCS) at the 1st floor Circulation Desk of the library

To contact SCS, please email  library-student-tech-resources@sjsu.edu or call 408-808-2470.

Please include your Tower ID and the type of equipment you are returning.

Visit the SCS page for more information about lending policies.","Return Equipment, Student Computing Services Returns, Return Laptop"
stay-at-home-order.SCS.whiteboardpens(v.1),"View SCS services.

View all SCS equipment available",https://library.sjsu.edu/student-computing-services,White board pens are available to borrow at Student Computing Services. Follow the links below to learn more about checking out equipment:,"Whiteboard markers, "
technology.adobesuite.download (v.1),Show me how to download the Adobe Creative Suite!,https://www.sjsu.edu/ecampus/software-tools/teaching-tools/video-creative/adobe/index.php,SJSU provides students and employees with access to Adobe's creative suite. Follow this link to learn if you are eligible and how to download the programs.,"Adobe software, Adobe Suite"
technology.adobe.adobeprofessionalcertification,adobe professional certification,https://library.sjsu.edu/adobe-digital-cafe/adobe-certified-professional,The Library Technology Training Center is an official in person testing site for Adobe Certified Professional exams. The test is delivered via Pearson’s Certiport OnVUE and will have a multiple choice section and live-Adobe-application exercises to complete. Exams must be completed within 50 minutes.,"adobe professional certification, Adobe Certified Professional, Adobe Certification"
technology.computers.savedocuments (v.1),Didn't answer your question? Click here to Email a Librarian,https://library.sjsu.edu/ask-librarian/ask-librarian,"You can temporarily save files to library computers; however, once your session is over, the files will be deleted. Patrons who wish to save documents or pictures for use beyond their computer session must save them to a USB flash drive or email the files as attachments. Library computers no longer have the ability to use floppy disks.","Saving Files on Library Computers, file saving, file deletion"
technology.ITpassword (v.1),Visit SJSU's IT Service Desk.,https://www.sjsu.edu/it/services/support/it-service-desk/index.php,Having trouble with your  SJSUOne ID username or password? Please reach out to SJSU's IT Service Desk (link below).,"SJSUOne ID Issues, SJSUOne ID, IT support, password help"
technology.studyrooms (v.3),Reserve a Study Room,https://booking.sjlibrary.org/reserve/king,"Study rooms are located on the Lower Level, 3rd, 6th, 7th, and 8th floors of the King Library.
To book a study room, you can reserve it through library.sjsu.edu. 
You can reserve a room for a maximum of two hours per day and up to 4 days in advance. For Public Meeting rooms, see: https://library.sjsu.edu/public-meeting-rooms","Study Room Reservations, study rooms, room reservation, King Library, student spaces, study rooms"
technology.trainingcenter (v.1),View the Technology Resource Guide,https://library.sjsu.edu/student-technology-training/technology-training-center,"Looking to learn new software and technology? The Library's Student Technology Training Center is here to help!

The Center offers technology training and support for SJSU students, faculty, and staff. One-on-one and small group appointments are available.","Student Technology Training Center, technology training, software learning, student support, tech center"
newspapers.newyorktimescollection,New York Times,https://library.sjsu.edu/nyt-online,"To access the NY Times through the library's subscription, you will need to follow the steps to create a special account using your SJSU email address. This account will allow you to log in and access the NY Times website from anywhere, including the Opinion page. For more information, please check: https://libguides.sjsu.edu/nyt-online","New York Times, New York Times Online,"
contactlibrarian,Contact a Librarian,https://library.sjsu.edu/ask-librarian,"To contact a librarian at San Jose State University, you can use the chat widget during live reference hours on the library website.  The reference desk does not currently have a physical location. If you'd like to meet with a librarian for your specific subject, in-person,  you can contact them directly via e-mail to arrange a meeting time. For more information on contacting a librarian, you can visit the library's website at: https://library.sjsu.edu/ask-librarian SJSU Librarians are available through online reference chat during business hours. You can also view the list of librarians by major or field at: https://library.sjsu.edu/staff-directory/subject-librarians ",Contact a Librarian
newspapers.Newyorkopinion,New York Times,https://library.sjsu.edu/nyt-online,"To access today's NYT Opinion page through the library, you will need to follow the steps outlined on the NYTimes.com Access website for SJSU. This includes creating a special account using your SJSU email address. Unfortunately, registering for this account is necessary to access the content through the library's subscription. You can find more information on accessing NY Times content through SJSU at: https://libguides.sjsu.edu/nyt-online",New York Times Opinion 
researchhelp.general,I Need Help In My Subject Area,https://library.sjsu.edu/start-your-research/i-need-help-my-subject-area,"For research help in your subject area, you can reach out to SJSU librarians who create Research Guides for each field or discipline. These guides provide information on the best databases, authoritative websites, and contact information for the librarian in that subject area. You can also start a chat, email, or visit the library for immediate assistance. Additionally, there are tutorials available online on topics like finding scholarly articles, plagiarism, and customizing Google Scholar. The library also has an extensive e-books collection that can be searched through the catalog. For specific article databases like Academic Search Complete, SocINDEX with FullText, CQ Researcher, and Opposing Viewpoints, you can access multidisciplinary full-text journals and resources for various disciplines. If you need further assistance with locating materials or using online databases, you can chat with a librarian or contact them directly.

For more information, you can visit: https://library.sjsu.edu/start-your-research/i-need-help-my-subject-area",I Need Help In My Subject Area
peer-reviewed.specific.asainamerican,Asain American Studies LibGuide,https://library.sjsu.edu/c.php?g=230089,"To find peer-reviewed articles on the topic ""What does it mean to be Asian American,"" you can start by searching in databases such as ProQuest, JSTOR, or Academic Search Premier. Use keywords like ""Asian American identity,"" ""Asian American culture,"" or ""Asian American experience"" to narrow down your search results to relevant articles. Additionally, you can check out the Asian American Studies Subject Guide provided by San Jose State University for more resources and tips on conducting research in this area: https://libguides.sjsu.edu/c.php?g=230089 Unfortunately, I do not have access to specific peer-reviewed articles on this topic.",Asain American Studies LibGuide
peer-reviewed.general,I Am Looking for Peer-Reviewed Articles,https://library.sjsu.edu/start-your-research/i-am-looking-peer-reviewed-articles,"I'm sorry, but as an AI, I don't have the ability to provide direct links to peer-reviewed articles. However, you can find these articles using the library's Articles search. When creating your search, put phrases in quotes and join your search terms with a capitalized ""AND."" To ensure the articles are peer-reviewed, look for the Peer-reviewed journals filter to the left of your list of results, check this box then click Apply Filters. The articles in your list will now all be from peer-reviewed sources. You can also find articles from magazines, peer-reviewed journals, and newspapers in the library's research databases. For more information, you can watch this short video: https://library.sjsu.edu/start-your-research/i-am-looking-peer-reviewed-articles.",provide direct links to peer-reviewed articles
newspaper.todaysnewspaper,I Am Looking For Newspaper Articles,https://library.sjsu.edu/start-your-research/i-am-looking-newspaper-articles,"To access today's newspaper, you can use the King Library's Newspaper Search feature or check out the Current newspaper databases listed on the Articles & Databases page. You can also try searching for the specific newspaper title in the library's Newspaper Search. If you're looking for a specific article, the databases like ProQuest News and Newspapers or Gale OneFile News may be helpful. Unfortunately, I do not have a specific URL to provide for accessing today's newspaper.
For more information, you can visit the library's website at https://library.sjsu.edu/start-your-research/i-am-looking-newspaper-articles",I Am Looking For Newspaper Articles
interlibraryloans,Interlibrary Loans,https://library.sjsu.edu/interlibrary-loan/interlibrary-loan,"Yes, we do offer interlibrary loans at SJSU Library. You can use Interlibrary Loan (ILLiad) to request items such as books, articles, and dissertations from libraries worldwide. For more information on how to place a request, request limits, costs, waiting periods, and pick-up instructions, you can visit the following resource: https://library.sjsu.edu/interlibrary-loan/interlibrary-loan",Interlibrary Loans
interlibraryloans.contact,ILL/ ILLiad Contact Information,https://library.sjsu.edu/interlibrary-loan/interlibrary-loan,"To contact the InterLibrary Loan (ILL, ILLIad) team, please call (408) 808-2076 or email us at library-ils-group@sjsu.edu.",ILL/ ILLiad Contact Information
scs.equipmentavailability,Equipment Availability,https://library.sjsu.edu/student-computing-services/lending-policies,"I don't have the specific information on the number of laptops currently in stock for a loan. For the most up-to-date information on the availability of laptops for loan, please visit the Student Computing Services website at: https://library.sjsu.edu/student-computing-services/lending-policies",Equipment Availability
extendedhours,Extended Hours,https://library.sjsu.edu/library-hours/library-hours,"The SJSU Library is open for students until midnight on most weekdays, and open 24 hours during finals. The SJSU Library is closed on all campus closure days.  Here is the link to the SJSU Library Hours page: https://library.sjsu.edu/library-hours/library-hours",Extended Hours
researchhelp.researchterms,Research Terms,https://library.sjsu.edu/start-your-research/i-need-select-terms-or-keywords-search,"To select research terms or keywords for your search, it is important to use essential key concepts related to your topic. Consider using terms that mean the same thing as your key concepts to broaden your search. You can brainstorm key concepts, keywords, and synonyms by using reference resources at the King Library, Wikipedia, or subject-specific encyclopedias in OneSearch. Remember to use quotation marks for specific phrases and enter subject terms as ""any field"" for better search results.

For more information on selecting research terms and keywords, you can visit: https://library.sjsu.edu/start-your-research/i-need-select-terms-or-keywords-search",Research Terms
sjpl.becomepatron,Become Patron,https://library.sjsu.edu/library-accounts/sjpl-patron-request-onesearch-account,"To become an SJPL patron and request a OneSearch account, you must have a Full Access SJPL Library card. Limited Borrower cards, Temporary cards, and eCards are not eligible for OneSearch accounts. Here is the link to the relevant resource: https://library.sjsu.edu/library-accounts/sjpl-patron-request-onesearch-account",Become Patron
library.locatebook,Locate Book,https://library.sjsu.edu/start-your-research/i-do-not-know-where-find-call-number-library,"To locate the floor for a certain book in the library, you can find the floor information in the item's OneSearch record. Make sure the item is available and write down the floor that the item is on. You can click on the Locate link to see a detailed map of that floor. Additionally, the call number ranges are listed on small white cards at the end of each bookshelf. If you encounter any issues finding the book on the shelf, you can always seek assistance from the staff at the 1st floor desk.

For more information on locating books in the library, you can visit the following resource: https://library.sjsu.edu/start-your-research/i-do-not-know-where-find-call-number-library",Locate Book
library.donatebooks,Donation Book Policy,https://library.sjsu.edu/c.php?g=812023&p=5793967,"To donate books to the SJSU Library, you can do so at the discretion of the subject librarians and the Dean. Donations should align with the current teaching and research at SJSU or have long-term cultural value. Collections of substantial size may require accompanying funds for processing, maintenance, and preservation. Donations become the property of the Library without stipulations. For more information on donating books, you can visit the SJSU Library's Donations Policy page: https://libguides.sjsu.edu/c.php?g=812023&p=5793967",Donation Book Policy
library.findbook,I Am Looking For A Specific Book,https://library.sjsu.edu/start-your-research/i-am-looking-specific-book,"I don't know the specific book you are looking for, but you can try searching for it using the call number in the library. You can also check out the resources available at the Dr. Martin Luther King Jr. Library, such as the Textbooks Available as Ebooks list or Course Reserves for textbooks for your class.For more information on finding books at the library, you can visit: https://library.sjsu.edu/start-your-research/i-am-looking-specific-book",I Am Looking For A Specific Book
requests.faculty.delivery,Faculty Delivery Requests,https://library.sjsu.edu/ask-librarian/ask-librarian,"Unfortunately, physical materials including books, cannot be delievered to faculty offices. Requested books and other physical material must be picked at the circulation desk, located on the first floor of the library. ",Faculty Delivery Requests
events,"Library Events Today's Library, SJSU Events, what events are happening in the library?, today's events, upcoming event, what are today's events?, Do you have any fun events going on in the library?",https://library.sjsu.edu/events,"San Jose Public Library and San Jose State University (SJSU), provides a diverse array of events and exhibits, including training sessions, workshops, concerts, informative sessions, lectures, and more. To explore our events calendar: https://library.sjsu.edu/events Please see a list of events here: https://library.sjsu.edu/events","Events, SJSU King Library Events, Library Events Today's Library, SJSU Events, what events are happening in the library?, today's events, upcoming event, what are today's events?, Do you have any fun events going on in the library? Generate all events taking place this week"
writing center,Visit the Writing Center's Website,https://www.sjsu.edu/writingcenter/,"The San José State University Writing Center offers a variety of resources to help students become better writers for free. The Writing Center is located on the second floor of the library. For more information, visit their website: https://www.sjsu.edu/writingcenter/",Writing Center
Spartan Floor,Spartan Floor,https://library.sjsu.edu/floor-plan?level=Level+4,"The Spartan Floor is located on the 4th floor of the MLK Jr. Library. If you need help finding it, feel free to ask library staff for assistance!.",Spartan Floor
ScholarWorks,ScholarWorks,http://scholarworks.sjsu.edu/,"ScholarWorks is the institutional repository for the campus. Its function is to preserve and provide access to the work of the SJSU community. 

Selected faculty, staff, and student publications are freely available for download. Students' master theses are collected and available digitally through ScholarWorks. ",ScholarWorks
Employment,"Employment, can you provide a link to the employment page?, employment, upcoming event, can you provide a link to employment?",https://library.sjsu.edu/employment/employment-opportunities,"For currently available student assistant positions in the library and other employment with King Library, visit the SJSU Library employment page ","Employment, can you provide a link to the employment page?, employment, upcoming event, can you provide a link to employment?, job opportunities"
links.OneSearch (v.1),"OneSearch, King Library Database, How do I access library materials?, what is the link to onesearch?",https://csu-sjsu.primo.exlibrisgroup.com/discovery/search?vid=01CALS_SJO:01CALS_SJO&lang=en,"OneSearch lets you search for books, articles, media, journals, and more at San Jose State University and across the CSU libraries, all in one unified search engine.","OneSearch, King Library Database, How do I access library materials?, what is the link to onesearch?"
links.LibraryWebsite (v.1),Library Website Home,https://library.sjsu.edu/,The link to our library website homepage is: https://library.sjsu.edu/,Library Website Home
Librarian.AnnAgee,"Ann Agee,  Who is the subject librarian for Chemistry, Faculty Resources, Hospitality, Tourism & Event Management, Information Systems & Technology, Management, Mathematics & Statistics, Physics & Astronomy",https://library.sjsu.edu/prf.php?id=58fe5455-7cdb-11ed-9922-0ad758b798c3,"Ann.agee@sjsu.edu | Librarian for Chemistry, Faculty Resources, Hospitality, Tourism & Event Management, Information Systems & Technology, Management, Mathematics & Statistics, Physics & Astronomy","Chemistry, Faculty Resources, Hospitality, Tourism & Event Management, Information Systems & Technology, Management, Mathematics & Statistics, Physics & Astronomy, Ann Agee"
Librarian.MichaelAguilar,Michael Aguilar,https://library.sjsu.edu/prf.php?id=5ece28b0-7cdb-11ed-9922-0ad758b798c3,"michael.aguilar@sjsu.edu | Librarian for Asian American Studies, Sociology & Interdisciplinary Social Sciences, Women, Gender, and Sexuality Studies","Asian American Studies, Sociology & Interdisciplinary Social Sciences, Women, Gender, and Sexuality Studies, Michael Aguilar"
Librarian.SuzieBahmanyar,Suzie Bahmanyar,https://library.sjsu.edu/prf.php?id=59a21623-7cdb-11ed-9922-0ad758b798c3,"suzie.bahmanyar@sjsu.edu | Librarian for: Communicative Disorders & Sciences, Health Professions, Occupational Therapy, Social Work","Communicative Disorders & Sciences, Health Professions, Occupational Therapy, Social Work, Suzie Bahmanyar"
Librarian.EssyBarroso-Ramirez,Essy Barroso-Ramirez,https://library.sjsu.edu/prf.php?id=62407c81-7cdb-11ed-9922-0ad758b798c3,"essy.barroso-ramirez@sjsu.edu | Librarian for: Communication Studies, Political Science","Communication Studies, Political Science, Essy Barroso-Ramirez"
Librarian.BerndBecker,Bernd Becker,https://library.sjsu.edu/prf.php?id=58fe50c0-7cdb-11ed-9922-0ad758b798c3,"Bernd.becker@sjsu.edu | Librarian for: Biological Sciences, Counselor Education","Biological Sciences, Counselor Education, Bernd Becker"
Librarian.KathrynBlackmerReyes,Kathryn Blackmer Reyes,https://library.sjsu.edu/prf.php?id=58fe58a6-7cdb-11ed-9922-0ad758b798c3,"Kathryn.BlackmerReyes@sjsu.edu | Librarian for: AAACNA, Chicana & Chicano Studies, Ethnic Studies","AAACNA, Chicana & Chicano Studies, Ethnic Studies, Kathryn Blackmer Reyes"
Librarian.PeggyCabrera,Peggy Cabrera,https://library.sjsu.edu/prf.php?id=58fe517f-7cdb-11ed-9922-0ad758b798c3,"peggy.cabrera@sjsu.edu | Librarian for: English & Comparative Literature, Environmental Studies, Global Studies, Linguistics & Language Development, Meteorology & Climate Science, World Languages & Literatures","English & Comparative Literature, Environmental Studies, Global Studies, Linguistics & Language Development, Meteorology & Climate Science, World Languages & Literatures, Peggy Cabrera"
Librarian.AnninaCizdziel,Annina Cizdziel,https://library.sjsu.edu/prf.php?id=5d6019a4-7cdb-11ed-9922-0ad758b798c3,"annina.wyss-lockner@sjsu.edu | Librarian for: Child & Adolescent Development, Engineering, Interdisciplinary Engineering","Child & Adolescent Development, Engineering, Interdisciplinary Engineering, Annina Cizdziel"
Librarian.LaurenDeCelle,Lauren DeCelle,https://library.sjsu.edu/prf.php?id=5df943e6-7cdb-11ed-9922-0ad758b798c3,"lauren.decelle@sjsu.edu | Librarian for: Geography, Geology, Humanities, Philosophy, Urban & Regional Planning","Geography, Geology, Humanities, Philosophy, Urban & Regional Planning, Lauren DeCelle"
Librarian.JaneDodge,Jane Dodge,https://library.sjsu.edu/prf.php?id=5cac225c-7cdb-11ed-9922-0ad758b798c3,"jane.dodge@sjsu.edu | Librarian for: Applied Data Science, Engineering, Global Innovation & Leadership","Applied Data Science, Engineering, Global Innovation & Leadership, Jane Dodge"
Librarian.DawnHackman,Dawn Hackman,https://library.sjsu.edu/prf.php?id=6240854e-7cdb-11ed-9922-0ad758b798c3,"dawn.hackman@sjsu.edu | Librarian for: Audiology, Nursing, Nutrition, Food Science & Packaging","Audiology, Nursing, Nutrition, Food Science & Packaging, Dawn Hackman"
Librarian.YuqiHe,Yuqi He,https://library.sjsu.edu/prf.php?id=fffb5fe7-2bd0-11ee-8db8-127d3674933b,"yuqi.he@sjsu.edu | Librarian for: Aerospace Engineering, Aviation & Technology, Chemical & Materials Engineering, Civil & Environmental Engineering, Data Services, Electrical Engineering, Engineering, Industrial & Systems Engineering, Mechanical Engineering","Aerospace Engineering, Aviation & Technology, Chemical & Materials Engineering, Civil & Environmental Engineering, Data Services, Electrical Engineering, Engineering, Industrial & Systems Engineering, Mechanical Engineering, Yuqi He"
Librarian.SilkeHiggins,Silke Higgins,https://library.sjsu.edu/prf.php?id=58fe5d40-7cdb-11ed-9922-0ad758b798c3,"silke.higgins@sjsu.edu | Librarian for: Information Science and Data Analytics, Library and Information Science","Information Science and Data Analytics, Library and Information Science, Silke Higgins"
Librarian.ChristineHolmes,Christine Holmes,https://library.sjsu.edu/prf.php?id=58fe55ae-7cdb-11ed-9922-0ad758b798c3,Christine.Holmes@sjsu.edu | Librarian for: Electronic Resources,"Electronic Resources, Christine Holmes"
Librarian.EstellaInda,Estella Inda,https://library.sjsu.edu/prf.php?id=6240784e-7cdb-11ed-9922-0ad758b798c3,"estella.inda@sjsu.edu | Librarian for: African-American Studies, Journalism & Mass Communications","African-American Studies, Journalism & Mass Communications, Estella Inda"
Librarian.CarliLowe,Carli Lowe,https://library.sjsu.edu/prf.php?id=5d5ad3e0-7cdb-11ed-9922-0ad758b798c3,carli.lowe@sjsu.edu | Librarian for: University Archives,"University Archives, Carli Lowe"
Librarian.AnamikaMegwalu,"Anamika Megwalu, Who is the subject librarian for computer science, Computer Engineering Biomedical Engineering, Cybersecurity, Engineering, Industrial & Systems Engineering, Software Engineering?",https://library.sjsu.edu/prf.php?id=5a45b065-7cdb-11ed-9922-0ad758b798c3,"anamika.megwalu@sjsu.edu | Librarian for: Biomedical Engineering, Computer Engineering, Computer Science, Cybersecurity, Engineering, Industrial & Systems Engineering, Software Engineering","Biomedical Engineering Librarian, Computer Engineering, Computer Science, Cybersecurity, Engineering, Industrial & Systems Engineering, Software Engineering, Anamika Megwalu"
Librarian.NyleMonday,"Nyle Monday, subject librarian for history",https://library.sjsu.edu/prf.php?id=58fe5a1f-7cdb-11ed-9922-0ad758b798c3,"Nyle.Monday@sjsu.edu | Librarian for: Anthropology, History, Justice Studies, Military Science","Anthropology, History, Justice Studies, Military Science, Nyle Monday"
Librarian.ChristaPerezBailey,Christa Perez Bailey,https://library.sjsu.edu/prf.php?id=59c861ce-7cdb-11ed-9922-0ad758b798c3,"christa.bailey@sjsu.edu | Librarian for: Accounting & Finance, Business, Economics, Marketing & Business Analytics, Psychology, Transportation Management","Accounting & Finance, Business, Economics, Marketing & Business Analytics, Psychology, Transportation Management, Christa Perez Bailey"
Librarian.AdrianaPoo,Adriana Poo,https://library.sjsu.edu/prf.php?id=58fe6002-7cdb-11ed-9922-0ad758b798c3,"adriana.poo@sjsu.edu | Librarian for: Health Professions, Kinesiology, Public Health & Recreation","Health Professions, Kinesiology, Public Health & Recreation, Adriana Poo"
Librarian.MantraRoyPhD,"Mantra Roy, Ph.D",https://library.sjsu.edu/prf.php?id=5cc875be-7cdb-11ed-9922-0ad758b798c3,"mantra.roy@sjsu.edu | Librarian for: Education, Educational Leadership, Elementary Education, Secondary Education, Special Education, Teacher Education","Education, Educational Leadership, Elementary Education, Secondary Education, Special Education, Teacher Education, Mantra Roy, Ph.D."
Librarian.CraigSimpson,Craig Simpson,https://library.sjsu.edu/prf.php?id=5ba0cd57-7cdb-11ed-9922-0ad758b798c3,craig.simpson@sjsu.edu | Librarian for: Special Collections & Archives,"Special Collections & Archives, Craig Simpson"
